group,id,course,semester,grade
1,53,Astrology and Divination,1,17
1,53,Buddhist Philosophy and Meditation,1,14.5
1,53,Buddhist Philosophy and Meditation,1,14.5
1,53,Buddhist Philosophy and Meditation,1,12.5
1,53,Buddhist Philosophy and Meditation,1,16
1,53,Buddhist Philosophy and Meditation,1,13.5
1,53,Buddhist Philosophy and Meditation,1,14
1,53,Buddhist Philosophy and Meditation,1,13.5
1,53,Buddhist Philosophy and Meditation,1,11.5
1,53,Buddhist Philosophy and Meditation,1,13.5
1,53,History and Civilization of Southeast Asia,1,12.5
1,53,History and Civilization of Southeast Asia,1,9.5
1,53,History and Civilization of Southeast Asia,1,9.5
1,53,History and Civilization of Southeast Asia,1,15.5
1,53,Language and Linguistics,1,13
1,53,Language and Linguistics,1,10.5
1,53,Language and Linguistics,1,15
1,53,Language and Linguistics,1,16.5
1,53,Language and Linguistics,1,9.5
1,53,Martial Arts and Self-Defense,1,14.5
1,53,Martial Arts and Self-Defense,1,11.5
1,53,Martial Arts and Self-Defense,1,12
1,53,Martial Arts and Self-Defense,1,13.5
1,53,Martial Arts and Self-Defense,1,11
1,53,Martial Arts and Self-Defense,1,12
1,53,Martial Arts and Self-Defense,1,13
1,53,Music and Dance,2,14.5
1,53,Music and Dance,2,13.5
1,53,Music and Dance,2,12
1,53,Music and Dance,2,10
1,53,Music and Dance,2,9
1,53,Spirituality and Rituals,1,12
1,53,Spirituality and Rituals,1,12
1,53,Spirituality and Rituals,1,14
1,53,Spirituality and Rituals,1,14
1,53,Spirituality and Rituals,1,10.5
1,53,Spirituality and Rituals,1,13
1,53,Traditional Medicine and Herbalism,1,9.75
1,53,Traditional Medicine and Herbalism,1,12
1,53,Traditional Medicine and Herbalism,1,6
1,53,Traditional Medicine and Herbalism,1,7.75
1,53,Traditional Medicine and Herbalism,1,8.75
1,53,Traditional Medicine and Herbalism,1,12.5
1,53,Traditional Medicine and Herbalism,1,6.25
1,53,Traditional Medicine and Herbalism,1,9.25
1,53,Traditional Medicine and Herbalism,1,9.75
1,77,Agriculture and Horticulture,2,11
1,77,Agriculture and Horticulture,2,9.25
1,77,Agriculture and Horticulture,2,6.25
1,77,Agriculture and Horticulture,2,10
1,77,Agriculture and Horticulture,2,7.25
1,77,Agriculture and Horticulture,2,9.25
1,77,Agriculture and Horticulture,2,10.25
1,77,Agriculture and Horticulture,2,12
1,77,Architecture and Sculpture,1,3.5
1,77,Architecture and Sculpture,1,8.25
1,77,Architecture and Sculpture,1,8
1,77,Architecture and Sculpture,1,10
1,77,Architecture and Sculpture,1,8.75
1,77,Architecture and Sculpture,1,10.75
1,77,Architecture and Sculpture,1,10.25
1,77,Architecture and Sculpture,1,11.25
1,77,Architecture and Sculpture,1,4
1,77,Architecture and Sculpture,1,5.25
1,77,Astrology and Divination,1,13
1,77,Astrology and Divination,1,13.5
1,77,Astrology and Divination,1,13.5
1,77,Astrology and Divination,1,15.5
1,77,Astrology and Divination,1,14
1,77,Buddhist Philosophy and Meditation,1,14.5
1,77,Buddhist Philosophy and Meditation,1,13.5
1,77,Buddhist Philosophy and Meditation,1,14
1,77,Buddhist Philosophy and Meditation,1,16.5
1,77,Buddhist Philosophy and Meditation,1,16
1,77,Buddhist Philosophy and Meditation,1,12
1,77,Buddhist Philosophy and Meditation,1,14.5
1,77,Buddhist Philosophy and Meditation,1,15.5
1,77,Buddhist Philosophy and Meditation,1,13.5
1,77,History and Civilization of Southeast Asia,1,14
1,77,History and Civilization of Southeast Asia,1,13.5
1,77,History and Civilization of Southeast Asia,1,4.5
1,77,History and Civilization of Southeast Asia,1,9
1,77,Language and Linguistics,1,8
1,77,Language and Linguistics,1,14.5
1,77,Language and Linguistics,1,18
1,77,Language and Linguistics,1,12
1,77,Language and Linguistics,1,14.5
1,77,Language and Linguistics,1,14.5
1,77,Martial Arts and Self-Defense,1,15.5
1,77,Martial Arts and Self-Defense,1,13.5
1,77,Martial Arts and Self-Defense,1,11
1,77,Martial Arts and Self-Defense,1,10.5
1,77,Martial Arts and Self-Defense,1,12
1,77,Martial Arts and Self-Defense,1,14
1,77,Martial Arts and Self-Defense,1,11
1,77,Music and Dance,2,13.25
1,77,Music and Dance,2,10
1,77,Music and Dance,2,14.5
1,77,Music and Dance,2,14
1,77,Music and Dance,2,14.25
1,77,Spirituality and Rituals,1,14.5
1,77,Spirituality and Rituals,1,13
1,77,Spirituality and Rituals,1,13.5
1,77,Spirituality and Rituals,1,12.5
1,77,Spirituality and Rituals,1,13.5
1,77,Spirituality and Rituals,1,11
1,77,Traditional Medicine and Herbalism,1,6.5
1,77,Traditional Medicine and Herbalism,1,7.75
1,77,Traditional Medicine and Herbalism,1,9
1,77,Traditional Medicine and Herbalism,1,9.75
1,77,Traditional Medicine and Herbalism,1,6.75
1,77,Traditional Medicine and Herbalism,1,6.75
1,77,Traditional Medicine and Herbalism,1,10.75
1,77,Traditional Medicine and Herbalism,1,13.75
1,77,Traditional Medicine and Herbalism,1,9.75
1,92,Agriculture and Horticulture,2,7
1,92,Agriculture and Horticulture,2,9
1,92,Agriculture and Horticulture,2,9
1,92,Agriculture and Horticulture,2,5.5
1,92,Agriculture and Horticulture,2,9
1,92,Agriculture and Horticulture,2,6
1,92,Agriculture and Horticulture,2,3.75
1,92,Agriculture and Horticulture,2,9
1,92,Architecture and Sculpture,1,3.25
1,92,Architecture and Sculpture,1,5
1,92,Architecture and Sculpture,1,4.25
1,92,Architecture and Sculpture,1,4.5
1,92,Architecture and Sculpture,1,0
1,92,Architecture and Sculpture,1,3.5
1,92,Architecture and Sculpture,1,1
1,92,Architecture and Sculpture,1,11.25
1,92,Architecture and Sculpture,1,8.75
1,92,Architecture and Sculpture,1,3.75
1,92,Astrology and Divination,1,14.5
1,92,Astrology and Divination,1,13.5
1,92,Astrology and Divination,1,14
1,92,Astrology and Divination,1,13
1,92,Astrology and Divination,1,16
1,92,Buddhist Philosophy and Meditation,1,12.5
1,92,Buddhist Philosophy and Meditation,1,13
1,92,Buddhist Philosophy and Meditation,1,15
1,92,Buddhist Philosophy and Meditation,1,13.5
1,92,Buddhist Philosophy and Meditation,1,15.5
1,92,Buddhist Philosophy and Meditation,1,14.5
1,92,Buddhist Philosophy and Meditation,1,14
1,92,Buddhist Philosophy and Meditation,1,14.5
1,92,History and Civilization of Southeast Asia,1,10
1,92,History and Civilization of Southeast Asia,1,11
1,92,History and Civilization of Southeast Asia,1,11
1,92,Language and Linguistics,1,12.5
1,92,Language and Linguistics,1,13.5
1,92,Language and Linguistics,1,11.5
1,92,Language and Linguistics,1,10
1,92,Language and Linguistics,1,14
1,92,Language and Linguistics,1,14.5
1,92,Martial Arts and Self-Defense,1,11.5
1,92,Martial Arts and Self-Defense,1,12.5
1,92,Martial Arts and Self-Defense,1,10
1,92,Martial Arts and Self-Defense,1,14.5
1,92,Martial Arts and Self-Defense,1,15
1,92,Martial Arts and Self-Defense,1,14
1,92,Music and Dance,2,15.25
1,92,Music and Dance,2,7.75
1,92,Music and Dance,2,11.75
1,92,Music and Dance,2,13.25
1,92,Spirituality and Rituals,1,11
1,92,Spirituality and Rituals,1,13.5
1,92,Spirituality and Rituals,1,15
1,92,Spirituality and Rituals,1,11.5
1,92,Spirituality and Rituals,1,10
1,92,Spirituality and Rituals,1,13.5
1,92,Traditional Medicine and Herbalism,1,5.75
1,92,Traditional Medicine and Herbalism,1,10.5
1,92,Traditional Medicine and Herbalism,1,7
1,92,Traditional Medicine and Herbalism,1,5.25
1,92,Traditional Medicine and Herbalism,1,10
1,92,Traditional Medicine and Herbalism,1,9.25
1,92,Traditional Medicine and Herbalism,1,11.5
1,92,Traditional Medicine and Herbalism,1,10.5
1,92,Traditional Medicine and Herbalism,1,8.5
1,100,Agriculture and Horticulture,2,7.75
1,100,Agriculture and Horticulture,2,8.25
1,100,Agriculture and Horticulture,2,9.75
1,100,Agriculture and Horticulture,2,9.25
1,100,Agriculture and Horticulture,2,7.5
1,100,Agriculture and Horticulture,2,10.5
1,100,Agriculture and Horticulture,2,11.75
1,100,Agriculture and Horticulture,2,8.25
1,100,Architecture and Sculpture,1,3.25
1,100,Architecture and Sculpture,1,11
1,100,Architecture and Sculpture,1,13.25
1,100,Architecture and Sculpture,1,9
1,100,Architecture and Sculpture,1,6.5
1,100,Architecture and Sculpture,1,3.5
1,100,Architecture and Sculpture,1,13.25
1,100,Architecture and Sculpture,1,5.75
1,100,Architecture and Sculpture,1,9
1,100,Architecture and Sculpture,1,10
1,100,Astrology and Divination,1,12.5
1,100,Astrology and Divination,1,12.5
1,100,Astrology and Divination,1,16
1,100,Astrology and Divination,1,12.5
1,100,Astrology and Divination,1,15
1,100,Buddhist Philosophy and Meditation,1,14.5
1,100,Buddhist Philosophy and Meditation,1,15
1,100,Buddhist Philosophy and Meditation,1,16.5
1,100,Buddhist Philosophy and Meditation,1,9.5
1,100,Buddhist Philosophy and Meditation,1,14
1,100,Buddhist Philosophy and Meditation,1,13
1,100,Buddhist Philosophy and Meditation,1,17.5
1,100,Buddhist Philosophy and Meditation,1,12
1,100,Buddhist Philosophy and Meditation,1,15.5
1,100,History and Civilization of Southeast Asia,1,12.5
1,100,History and Civilization of Southeast Asia,1,13.5
1,100,History and Civilization of Southeast Asia,1,10
1,100,History and Civilization of Southeast Asia,1,10
1,100,Language and Linguistics,1,13
1,100,Language and Linguistics,1,16.5
1,100,Language and Linguistics,1,18.5
1,100,Language and Linguistics,1,9.5
1,100,Language and Linguistics,1,14.5
1,100,Language and Linguistics,1,11.5
1,100,Martial Arts and Self-Defense,1,14.5
1,100,Martial Arts and Self-Defense,1,13
1,100,Martial Arts and Self-Defense,1,11.5
1,100,Martial Arts and Self-Defense,1,11
1,100,Martial Arts and Self-Defense,1,13.5
1,100,Martial Arts and Self-Defense,1,13.5
1,100,Martial Arts and Self-Defense,1,11
1,100,Music and Dance,2,12.25
1,100,Music and Dance,2,14.5
1,100,Music and Dance,2,14.75
1,100,Music and Dance,2,13
1,100,Music and Dance,2,13
1,100,Spirituality and Rituals,1,14.5
1,100,Spirituality and Rituals,1,14.5
1,100,Spirituality and Rituals,1,13
1,100,Spirituality and Rituals,1,10
1,100,Spirituality and Rituals,1,13.5
1,100,Spirituality and Rituals,1,12.5
1,100,Traditional Medicine and Herbalism,1,9.5
1,100,Traditional Medicine and Herbalism,1,12
1,100,Traditional Medicine and Herbalism,1,9.75
1,100,Traditional Medicine and Herbalism,1,7
1,100,Traditional Medicine and Herbalism,1,9.75
1,100,Traditional Medicine and Herbalism,1,12.5
1,100,Traditional Medicine and Herbalism,1,9.5
1,100,Traditional Medicine and Herbalism,1,7
1,102,Agriculture and Horticulture,2,11.25
1,102,Agriculture and Horticulture,2,12
1,102,Agriculture and Horticulture,2,5.5
1,102,Agriculture and Horticulture,2,11.5
1,102,Agriculture and Horticulture,2,8
1,102,Agriculture and Horticulture,2,14
1,102,Agriculture and Horticulture,2,11.25
1,102,Agriculture and Horticulture,2,5
1,102,Architecture and Sculpture,1,10.25
1,102,Architecture and Sculpture,1,9.5
1,102,Architecture and Sculpture,1,6.5
1,102,Architecture and Sculpture,1,10.75
1,102,Architecture and Sculpture,1,7.25
1,102,Architecture and Sculpture,1,0
1,102,Architecture and Sculpture,1,8.5
1,102,Architecture and Sculpture,1,10
1,102,Architecture and Sculpture,1,7.5
1,102,Architecture and Sculpture,1,9.5
1,102,Astrology and Divination,1,12
1,102,Astrology and Divination,1,14
1,102,Astrology and Divination,1,10
1,102,Astrology and Divination,1,13
1,102,Astrology and Divination,1,14.5
1,102,Buddhist Philosophy and Meditation,1,14
1,102,Buddhist Philosophy and Meditation,1,15
1,102,Buddhist Philosophy and Meditation,1,15
1,102,Buddhist Philosophy and Meditation,1,10.5
1,102,Buddhist Philosophy and Meditation,1,14.5
1,102,Buddhist Philosophy and Meditation,1,13.5
1,102,Buddhist Philosophy and Meditation,1,13.5
1,102,Buddhist Philosophy and Meditation,1,14.5
1,102,Buddhist Philosophy and Meditation,1,13
1,102,History and Civilization of Southeast Asia,1,13
1,102,History and Civilization of Southeast Asia,1,5.5
1,102,History and Civilization of Southeast Asia,1,12
1,102,History and Civilization of Southeast Asia,1,8.5
1,102,Language and Linguistics,1,13.5
1,102,Language and Linguistics,1,15.5
1,102,Language and Linguistics,1,13.5
1,102,Language and Linguistics,1,14
1,102,Language and Linguistics,1,8.5
1,102,Language and Linguistics,1,13.5
1,102,Martial Arts and Self-Defense,1,13
1,102,Martial Arts and Self-Defense,1,14
1,102,Martial Arts and Self-Defense,1,15.5
1,102,Martial Arts and Self-Defense,1,12
1,102,Martial Arts and Self-Defense,1,11
1,102,Martial Arts and Self-Defense,1,11.5
1,102,Martial Arts and Self-Defense,1,13.5
1,102,Music and Dance,2,14.5
1,102,Music and Dance,2,13.25
1,102,Music and Dance,2,10.75
1,102,Music and Dance,2,12.5
1,102,Music and Dance,2,14.5
1,102,Spirituality and Rituals,1,14
1,102,Spirituality and Rituals,1,16.5
1,102,Spirituality and Rituals,1,12.5
1,102,Spirituality and Rituals,1,12.5
1,102,Spirituality and Rituals,1,9
1,102,Spirituality and Rituals,1,13
1,102,Traditional Medicine and Herbalism,1,9.75
1,102,Traditional Medicine and Herbalism,1,10.25
1,102,Traditional Medicine and Herbalism,1,10
1,102,Traditional Medicine and Herbalism,1,9
1,102,Traditional Medicine and Herbalism,1,7.75
1,102,Traditional Medicine and Herbalism,1,9.25
1,102,Traditional Medicine and Herbalism,1,15.5
1,102,Traditional Medicine and Herbalism,1,7.75
1,123,Agriculture and Horticulture,2,13.25
1,123,Agriculture and Horticulture,2,11.75
1,123,Agriculture and Horticulture,2,5.75
1,123,Agriculture and Horticulture,2,7.75
1,123,Agriculture and Horticulture,2,9.5
1,123,Agriculture and Horticulture,2,9.25
1,123,Agriculture and Horticulture,2,3.25
1,123,Agriculture and Horticulture,2,8
1,123,Architecture and Sculpture,1,5.5
1,123,Architecture and Sculpture,1,9
1,123,Architecture and Sculpture,1,6
1,123,Architecture and Sculpture,1,6.5
1,123,Architecture and Sculpture,1,5.25
1,123,Architecture and Sculpture,1,9.25
1,123,Architecture and Sculpture,1,7
1,123,Architecture and Sculpture,1,4.25
1,123,Architecture and Sculpture,1,8.5
1,123,Astrology and Divination,1,15.5
1,123,Astrology and Divination,1,14.5
1,123,Astrology and Divination,1,13.5
1,123,Astrology and Divination,1,16
1,123,Astrology and Divination,1,12.5
1,123,Buddhist Philosophy and Meditation,1,15
1,123,Buddhist Philosophy and Meditation,1,11.5
1,123,Buddhist Philosophy and Meditation,1,16.5
1,123,Buddhist Philosophy and Meditation,1,16
1,123,Buddhist Philosophy and Meditation,1,16
1,123,Buddhist Philosophy and Meditation,1,17
1,123,Buddhist Philosophy and Meditation,1,16.5
1,123,Buddhist Philosophy and Meditation,1,14
1,123,Buddhist Philosophy and Meditation,1,14
1,123,History and Civilization of Southeast Asia,1,12.5
1,123,History and Civilization of Southeast Asia,1,7.5
1,123,History and Civilization of Southeast Asia,1,10
1,123,History and Civilization of Southeast Asia,1,12.5
1,123,Language and Linguistics,1,8.5
1,123,Language and Linguistics,1,14.5
1,123,Language and Linguistics,1,15.5
1,123,Language and Linguistics,1,15.5
1,123,Language and Linguistics,1,12
1,123,Language and Linguistics,1,11.5
1,123,Martial Arts and Self-Defense,1,13.5
1,123,Martial Arts and Self-Defense,1,12
1,123,Martial Arts and Self-Defense,1,12.5
1,123,Martial Arts and Self-Defense,1,12
1,123,Martial Arts and Self-Defense,1,13.5
1,123,Martial Arts and Self-Defense,1,14
1,123,Martial Arts and Self-Defense,1,12.5
1,123,Music and Dance,2,12
1,123,Music and Dance,2,13.25
1,123,Music and Dance,2,14.25
1,123,Music and Dance,2,14.25
1,123,Music and Dance,2,14.25
1,123,Spirituality and Rituals,1,12
1,123,Spirituality and Rituals,1,12
1,123,Spirituality and Rituals,1,11.5
1,123,Spirituality and Rituals,1,14
1,123,Spirituality and Rituals,1,14
1,123,Traditional Medicine and Herbalism,1,6.75
1,123,Traditional Medicine and Herbalism,1,11
1,123,Traditional Medicine and Herbalism,1,10.75
1,123,Traditional Medicine and Herbalism,1,6.5
1,123,Traditional Medicine and Herbalism,1,8.5
1,123,Traditional Medicine and Herbalism,1,8.25
1,123,Traditional Medicine and Herbalism,1,11.75
1,123,Traditional Medicine and Herbalism,1,10.25
1,123,Traditional Medicine and Herbalism,1,7.25
1,171,Agriculture and Horticulture,2,7.5
1,171,Agriculture and Horticulture,2,8.25
1,171,Agriculture and Horticulture,2,7.5
1,171,Agriculture and Horticulture,2,9
1,171,Agriculture and Horticulture,2,6
1,171,Agriculture and Horticulture,2,9.25
1,171,Agriculture and Horticulture,2,10.75
1,171,Agriculture and Horticulture,2,10.75
1,171,Architecture and Sculpture,1,4.5
1,171,Architecture and Sculpture,1,12.25
1,171,Architecture and Sculpture,1,4.5
1,171,Architecture and Sculpture,1,5.5
1,171,Architecture and Sculpture,1,9
1,171,Architecture and Sculpture,1,4
1,171,Architecture and Sculpture,1,7.5
1,171,Architecture and Sculpture,1,8
1,171,Architecture and Sculpture,1,8.75
1,171,Architecture and Sculpture,1,13.5
1,171,Astrology and Divination,1,16
1,171,Astrology and Divination,1,12.5
1,171,Astrology and Divination,1,16.5
1,171,Astrology and Divination,1,13
1,171,Astrology and Divination,1,14.5
1,171,Buddhist Philosophy and Meditation,1,15.5
1,171,Buddhist Philosophy and Meditation,1,15.5
1,171,Buddhist Philosophy and Meditation,1,17.5
1,171,Buddhist Philosophy and Meditation,1,14.5
1,171,Buddhist Philosophy and Meditation,1,13
1,171,Buddhist Philosophy and Meditation,1,14.5
1,171,Buddhist Philosophy and Meditation,1,12.5
1,171,Buddhist Philosophy and Meditation,1,14
1,171,History and Civilization of Southeast Asia,1,5
1,171,History and Civilization of Southeast Asia,1,11
1,171,History and Civilization of Southeast Asia,1,13
1,171,History and Civilization of Southeast Asia,1,6.5
1,171,Language and Linguistics,1,9.5
1,171,Language and Linguistics,1,14.5
1,171,Language and Linguistics,1,14.5
1,171,Language and Linguistics,1,9
1,171,Language and Linguistics,1,11
1,171,Language and Linguistics,1,17.5
1,171,Martial Arts and Self-Defense,1,12
1,171,Martial Arts and Self-Defense,1,12
1,171,Martial Arts and Self-Defense,1,13
1,171,Martial Arts and Self-Defense,1,13.5
